date,state,district,pincode,demo_age_5_17,demo_age_17_
23-12-2025,Maharashtra,Osmanabad,413510,1,3
23-12-2025,Maharashtra,Osmanabad,413580,0,1
23-12-2025,Maharashtra,Palghar,401301,0,6
23-12-2025,Maharashtra,Palghar,401302,0,3
23-12-2025,Maharashtra,Palghar,401304,0,3
23-12-2025,Maharashtra,Palghar,401401,0,2
23-12-2025,Maharashtra,Palghar,401501,3,37
23-12-2025,Maharashtra,Palghar,401503,0,2
23-12-2025,Maharashtra,Palghar,401607,0,10
23-12-2025,Maharashtra,Parbhani,431720,1,32
23-12-2025,Maharashtra,Pune,410405,0,14
23-12-2025,Maharashtra,Pune,410406,0,7
23-12-2025,Maharashtra,Pune,410508,0,3
23-12-2025,Maharashtra,Pune,410510,0,5
23-12-2025,Maharashtra,Pune,411004,0,13
23-12-2025,Maharashtra,Pune,411012,0,8
23-12-2025,Maharashtra,Pune,411023,0,21
23-12-2025,Maharashtra,Pune,411027,3,29
23-12-2025,Maharashtra,Pune,411028,9,88
23-12-2025,Maharashtra,Pune,411035,0,9
23-12-2025,Maharashtra,Pune,411038,2,46
23-12-2025,Maharashtra,Pune,411042,3,60
23-12-2025,Maharashtra,Pune,411047,4,25
23-12-2025,Maharashtra,Pune,411057,8,59
23-12-2025,Maharashtra,Pune,411061,0,16
23-12-2025,Maharashtra,Pune,412101,3,50
23-12-2025,Maharashtra,Pune,412102,0,8
23-12-2025,Maharashtra,Pune,412109,2,13
23-12-2025,Maharashtra,Pune,412110,1,17
23-12-2025,Maharashtra,Pune,412115,7,26
23-12-2025,Maharashtra,Pune,412201,1,22
23-12-2025,Maharashtra,Pune,412203,1,32
23-12-2025,Maharashtra,Pune,412208,0,37
23-12-2025,Maharashtra,Pune,412213,0,31
23-12-2025,Maharashtra,Pune,412214,1,26
23-12-2025,Maharashtra,Pune,412218,0,29
23-12-2025,Maharashtra,Pune,412220,0,11
23-12-2025,Maharashtra,Pune,412311,0,9
23-12-2025,Maharashtra,Pune,412405,0,2
23-12-2025,Maharashtra,Pune,413105,0,10
23-12-2025,Maharashtra,Pune,413120,0,34
23-12-2025,Maharashtra,Pune,413130,1,24
23-12-2025,Maharashtra,Pune,413132,0,33
23-12-2025,Maharashtra,Raigad,400702,1,10
23-12-2025,Maharashtra,Raigad,400704,0,1
23-12-2025,Maharashtra,Raigad,402120,0,2
23-12-2025,Maharashtra,Raigad,402301,0,10
23-12-2025,Maharashtra,Raigad,402302,0,2
23-12-2025,Maharashtra,Raigad,402404,0,1
23-12-2025,Maharashtra,Raigad,410201,0,4
23-12-2025,Maharashtra,Raigarh,402101,0,4
23-12-2025,Maharashtra,Raigarh,402103,2,23
23-12-2025,Maharashtra,Raigarh,402109,0,24
23-12-2025,Maharashtra,Raigarh,402111,1,25
23-12-2025,Maharashtra,Raigarh,402114,0,2
23-12-2025,Maharashtra,Raigarh,402117,0,7
23-12-2025,Maharashtra,Raigarh,402122,1,5
23-12-2025,Maharashtra,Raigarh,402301,1,24
23-12-2025,Maharashtra,Raigarh,402304,1,20
23-12-2025,Maharashtra,Raigarh,402305,0,7
23-12-2025,Maharashtra,Raigarh,410210,1,22
23-12-2025,Maharashtra,Raigarh,410216,0,1
23-12-2025,Maharashtra,Raigarh,410222,0,4
23-12-2025,Maharashtra,Raigarh(MH),402209,0,4
23-12-2025,Maharashtra,Ratnagiri,415208,0,7
23-12-2025,Maharashtra,Ratnagiri,415214,0,4
23-12-2025,Maharashtra,Ratnagiri,415604,3,11
23-12-2025,Maharashtra,Ratnagiri,415605,1,16
23-12-2025,Maharashtra,Ratnagiri,415607,0,2
23-12-2025,Maharashtra,Ratnagiri,415610,0,7
23-12-2025,Maharashtra,Ratnagiri,415616,0,9
23-12-2025,Maharashtra,Ratnagiri,415617,0,4
23-12-2025,Maharashtra,Ratnagiri,415620,1,21
23-12-2025,Maharashtra,Ratnagiri,415629,0,6
23-12-2025,Maharashtra,Ratnagiri,415705,0,4
23-12-2025,Maharashtra,Ratnagiri,415708,1,5
23-12-2025,Maharashtra,Ratnagiri,415710,0,1
23-12-2025,Maharashtra,Ratnagiri,415714,0,10
23-12-2025,Maharashtra,Ratnagiri,415717,0,1
23-12-2025,Maharashtra,Ratnagiri,415722,1,2
23-12-2025,Maharashtra,Ratnagiri,415729,0,3
23-12-2025,Maharashtra,Ratnagiri,415801,0,1
23-12-2025,Maharashtra,Ratnagiri,415803,0,7
23-12-2025,Maharashtra,Ratnagiri,416704,1,15
23-12-2025,Maharashtra,Sangli,415306,0,13
23-12-2025,Maharashtra,Sangli,415309,0,3
23-12-2025,Maharashtra,Sangli,415413,0,3
23-12-2025,Maharashtra,Sangli,415414,0,3
23-12-2025,Maharashtra,Sangli,416304,1,11
23-12-2025,Maharashtra,Sangli,416306,0,10
23-12-2025,Maharashtra,Sangli,416312,0,34
23-12-2025,Maharashtra,Sangli,416315,0,2
23-12-2025,Maharashtra,Sangli,416316,0,8
23-12-2025,Maharashtra,Sangli,416404,0,53
23-12-2025,Maharashtra,Sangli,416409,0,5
23-12-2025,Maharashtra,Sangli,416410,1,39
23-12-2025,Maharashtra,Sangli,416414,0,2
23-12-2025,Maharashtra,Sangli,416436,1,10
23-12-2025,Maharashtra,Satara,412805,0,11
23-12-2025,Maharashtra,Satara,415010,1,21
23-12-2025,Maharashtra,Satara,415020,0,10
23-12-2025,Maharashtra,Satara,415110,1,23
23-12-2025,Maharashtra,Satara,415111,1,10
23-12-2025,Maharashtra,Satara,415112,1,27
23-12-2025,Maharashtra,Satara,415114,0,16
23-12-2025,Maharashtra,Satara,415211,0,1
23-12-2025,Maharashtra,Satara,415312,0,7
23-12-2025,Maharashtra,Satara,415511,1,25
23-12-2025,Maharashtra,Satara,415515,0,6
23-12-2025,Maharashtra,Satara,415520,2,8
23-12-2025,Maharashtra,Satara,415527,0,4
23-12-2025,Maharashtra,Satara,415530,0,4
23-12-2025,Maharashtra,Satara,415540,0,33
23-12-2025,Maharashtra,Sindhudurg,416515,0,1
23-12-2025,Maharashtra,Sindhudurg,416516,0,6
23-12-2025,Maharashtra,Sindhudurg,416517,0,3
23-12-2025,Maharashtra,Sindhudurg,416528,1,1
23-12-2025,Maharashtra,Sindhudurg,416549,0,4
23-12-2025,Maharashtra,Sindhudurg,416601,0,12
23-12-2025,Maharashtra,Sindhudurg,416611,0,2
23-12-2025,Maharashtra,Sindhudurg,416620,0,2
23-12-2025,Maharashtra,Sindhudurg,416630,0,4
23-12-2025,Maharashtra,Sindhudurg,416703,0,12
23-12-2025,Maharashtra,Sindhudurg,416801,0,9
23-12-2025,Maharashtra,Sindhudurg,416803,0,2
23-12-2025,Maharashtra,Solapur,413107,0,50
23-12-2025,Maharashtra,Solapur,413109,1,44
23-12-2025,Maharashtra,Solapur,413211,2,49
23-12-2025,Maharashtra,Solapur,413215,0,25
23-12-2025,Maharashtra,Solapur,413251,0,12
23-12-2025,Maharashtra,Solapur,413306,0,46
23-12-2025,Maharashtra,Solapur,413402,0,16
23-12-2025,Maharashtra,Solapur,413409,0,11
23-12-2025,Maharashtra,Thane,400606,2,41
23-12-2025,Maharashtra,Thane,400612,29,237
23-12-2025,Maharashtra,Thane,401101,4,35
23-12-2025,Maharashtra,Thane,401102,0,10
23-12-2025,Maharashtra,Thane,401103,0,4
23-12-2025,Maharashtra,Thane,401201,0,28
23-12-2025,Maharashtra,Thane,401301,0,3
23-12-2025,Maharashtra,Thane,401402,0,6
23-12-2025,Maharashtra,Thane,401506,0,1
23-12-2025,Maharashtra,Thane,401604,0,31
23-12-2025,Maharashtra,Thane,401605,0,19
23-12-2025,Maharashtra,Thane,401610,0,2
23-12-2025,Maharashtra,Thane,421001,0,13
23-12-2025,Maharashtra,Thane,421004,2,45
23-12-2025,Maharashtra,Thane,421201,4,59
23-12-2025,Maharashtra,Thane,421308,1,36
23-12-2025,Maharashtra,Thane,421312,0,22
23-12-2025,Maharashtra,Thane,421403,0,23
23-12-2025,Maharashtra,Thane,421602,1,26
23-12-2025,Maharashtra,Thane,421603,0,3
23-12-2025,Maharashtra,Wardha,442202,1,24
23-12-2025,Maharashtra,Wardha,442302,0,16
23-12-2025,Maharashtra,Wardha,442305,0,6
23-12-2025,Maharashtra,Washim,444105,3,29
23-12-2025,Maharashtra,Washim,444402,1,11
23-12-2025,Maharashtra,Washim,444409,0,1
23-12-2025,Maharashtra,Washim,444504,1,26
23-12-2025,Maharashtra,Washim,444506,0,41
23-12-2025,Maharashtra,Yavatmal,445101,1,47
23-12-2025,Maharashtra,Yavatmal,445103,2,109
23-12-2025,Maharashtra,Yavatmal,445302,4,61
23-12-2025,Maharashtra,Yavatmal,445304,2,48
23-12-2025,Maharashtra,Yavatmal,445306,0,45
23-12-2025,Maharashtra,Yavatmal,445402,0,53
24-12-2025,Maharashtra,Ahilyanagar,422605,2,15
24-12-2025,Maharashtra,Ahilyanagar,423601,0,6
24-12-2025,Maharashtra,Ahmadnagar,413701,0,44
24-12-2025,Maharashtra,Ahmadnagar,413703,2,9
24-12-2025,Maharashtra,Ahmadnagar,413704,0,10
24-12-2025,Maharashtra,Ahmadnagar,413708,0,7
24-12-2025,Maharashtra,Ahmadnagar,413713,0,1
24-12-2025,Maharashtra,Ahmadnagar,413721,0,6
24-12-2025,Maharashtra,Ahmadnagar,413728,0,17
24-12-2025,Maharashtra,Ahmadnagar,413739,1,21
24-12-2025,Maharashtra,Ahmadnagar,414001,5,70
24-12-2025,Maharashtra,Ahmadnagar,414006,2,10
24-12-2025,Maharashtra,Ahmadnagar,414105,2,15
24-12-2025,Maharashtra,Ahmadnagar,414106,1,18
24-12-2025,Maharashtra,Ahmadnagar,414306,0,15
24-12-2025,Maharashtra,Ahmadnagar,414606,0,6
24-12-2025,Maharashtra,Ahmadnagar,414701,0,23
24-12-2025,Maharashtra,Ahmadnagar,422608,0,4
24-12-2025,Maharashtra,Ahmadnagar,423604,0,5
24-12-2025,Maharashtra,Ahmed Nagar,413201,0,1
24-12-2025,Maharashtra,Ahmed Nagar,413738,0,3
24-12-2025,Maharashtra,Ahmed Nagar,413739,0,1
24-12-2025,Maharashtra,Ahmed Nagar,422603,0,6
24-12-2025,Maharashtra,Ahmed Nagar,422604,0,1
24-12-2025,Maharashtra,Akola,444001,5,64
24-12-2025,Maharashtra,Akola,444004,2,8
24-12-2025,Maharashtra,Akola,444104,0,5
24-12-2025,Maharashtra,Akola,444106,1,7
24-12-2025,Maharashtra,Akola,444126,0,7
24-12-2025,Maharashtra,Akola,444502,1,3
24-12-2025,Maharashtra,Amravati,444603,1,12
24-12-2025,Maharashtra,Amravati,444606,2,21
24-12-2025,Maharashtra,Amravati,444706,3,27
24-12-2025,Maharashtra,Amravati,444804,1,13
24-12-2025,Maharashtra,Amravati,444809,0,3
24-12-2025,Maharashtra,Amravati,444906,3,25
24-12-2025,Maharashtra,Aurangabad,423703,1,16
24-12-2025,Maharashtra,Aurangabad,431001,12,203
24-12-2025,Maharashtra,Aurangabad,431112,1,52
24-12-2025,Maharashtra,Aurangabad,431118,0,13
24-12-2025,Maharashtra,Aurangabad,431134,1,11
24-12-2025,Maharashtra,Aurangabad,431135,1,12
24-12-2025,Maharashtra,Aurangabad,431136,2,34
24-12-2025,Maharashtra,Aurangabad,431150,0,20
24-12-2025,Maharashtra,Beed,414202,2,64
24-12-2025,Maharashtra,Beed,414205,0,45
24-12-2025,Maharashtra,Beed,431122,19,153
24-12-2025,Maharashtra,Beed,431127,3,54
24-12-2025,Maharashtra,Beed,431129,3,38
24-12-2025,Maharashtra,Beed,431143,3,30
24-12-2025,Maharashtra,Beed,431523,0,10
24-12-2025,Maharashtra,Bhandara,441806,0,3
24-12-2025,Maharashtra,Bhandara,441907,0,13
24-12-2025,Maharashtra,Bhandara,441914,0,7
24-12-2025,Maharashtra,Bid,431127,0,2
24-12-2025,Maharashtra,Bid,431517,0,16
24-12-2025,Maharashtra,Buldana,443001,0,21
24-12-2025,Maharashtra,Buldana,443101,0,5
24-12-2025,Maharashtra,Buldana,443106,0,5
24-12-2025,Maharashtra,Buldana,444202,0,1
24-12-2025,Maharashtra,Buldana,444203,0,8
24-12-2025,Maharashtra,Buldana,444303,0,22
24-12-2025,Maharashtra,Buldhana,443101,0,28
24-12-2025,Maharashtra,Buldhana,443104,0,9
24-12-2025,Maharashtra,Buldhana,443106,2,27
24-12-2025,Maharashtra,Buldhana,443203,0,15
24-12-2025,Maharashtra,Buldhana,443402,2,38
24-12-2025,Maharashtra,Buldhana,444204,1,22
24-12-2025,Maharashtra,Buldhana,444312,0,7
24-12-2025,Maharashtra,Chandrapur,441221,0,18
24-12-2025,Maharashtra,Chandrapur,441228,0,7
24-12-2025,Maharashtra,Chandrapur,442906,0,13
24-12-2025,Maharashtra,Chandrapur,442908,0,71
24-12-2025,Maharashtra,Chandrapur,442916,1,20
24-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431001,4,44
24-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431003,0,3
24-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431008,1,6
24-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431101,0,4
24-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431105,1,9
24-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431107,0,8
24-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431116,0,2
24-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431150,0,3
24-12-2025,Maharashtra,Dharashiv,413504,0,1
24-12-2025,Maharashtra,Dharashiv,413507,0,3
24-12-2025,Maharashtra,Dhule,424004,0,3
24-12-2025,Maharashtra,Dhule,424006,0,6
24-12-2025,Maharashtra,Dhule,424306,2,39
24-12-2025,Maharashtra,Dhule,424309,0,8
24-12-2025,Maharashtra,Dhule,424310,0,5
24-12-2025,Maharashtra,Dhule,424318,0,10
24-12-2025,Maharashtra,Dhule,425404,1,5
24-12-2025,Maharashtra,Dhule,425421,1,15
24-12-2025,Maharashtra,Gadchiroli,442504,1,13
24-12-2025,Maharashtra,Gadchiroli,442604,0,1
24-12-2025,Maharashtra,Gadchiroli,442710,4,57
24-12-2025,Maharashtra,Hingoli,431512,4,122
24-12-2025,Maharashtra,Hingoli,431703,1,34
24-12-2025,Maharashtra,Jalgaon,424102,1,24
24-12-2025,Maharashtra,Jalgaon,424105,0,29
24-12-2025,Maharashtra,Jalgaon,424106,1,41
24-12-2025,Maharashtra,Jalgaon,424201,3,47
24-12-2025,Maharashtra,Jalgaon,424202,2,23
24-12-2025,Maharashtra,Jalgaon,424207,0,3
24-12-2025,Maharashtra,Jalgaon,425109,1,36
24-12-2025,Maharashtra,Jalgaon,425112,0,2
24-12-2025,Maharashtra,Jalgaon,425301,0,13
24-12-2025,Maharashtra,Jalgaon,425503,0,15
24-12-2025,Maharashtra,Jalna,431114,3,44
24-12-2025,Maharashtra,Jalna,431206,3,40
24-12-2025,Maharashtra,Jalna,431208,1,26
24-12-2025,Maharashtra,Jalna,431213,3,59
24-12-2025,Maharashtra,Jalna,431501,2,81
24-12-2025,Maharashtra,Jalna,431506,1,0
24-12-2025,Maharashtra,Jalna,431512,0,1
24-12-2025,Maharashtra,Kolhapur,416004,0,1
24-12-2025,Maharashtra,Kolhapur,416005,1,27
24-12-2025,Maharashtra,Kolhapur,416008,1,12
24-12-2025,Maharashtra,Kolhapur,416012,1,50
24-12-2025,Maharashtra,Kolhapur,416106,0,13
24-12-2025,Maharashtra,Kolhapur,416113,0,4
24-12-2025,Maharashtra,Kolhapur,416122,0,22
24-12-2025,Maharashtra,Kolhapur,416203,3,21
24-12-2025,Maharashtra,Kolhapur,416210,0,14
24-12-2025,Maharashtra,Kolhapur,416212,1,26
24-12-2025,Maharashtra,Kolhapur,416214,0,12
24-12-2025,Maharashtra,Kolhapur,416221,1,10
24-12-2025,Maharashtra,Kolhapur,416223,0,5
24-12-2025,Maharashtra,Kolhapur,416236,0,3
24-12-2025,Maharashtra,Kolhapur,416504,0,6
24-12-2025,Maharashtra,Kolhapur,416505,1,12
24-12-2025,Maharashtra,Latur,413514,2,39
24-12-2025,Maharashtra,Latur,413522,0,25
24-12-2025,Maharashtra,Latur,413527,2,32
24-12-2025,Maharashtra,Latur,413581,0,15
24-12-2025,Maharashtra,Mumbai,400005,0,14
24-12-2025,Maharashtra,Mumbai,400006,1,5
24-12-2025,Maharashtra,Mumbai,400010,0,20
24-12-2025,Maharashtra,Mumbai,400014,0,12
24-12-2025,Maharashtra,Mumbai,400016,0,20
24-12-2025,Maharashtra,Mumbai,400019,0,5
24-12-2025,Maharashtra,Mumbai,400021,0,2
24-12-2025,Maharashtra,Mumbai,400024,0,4
24-12-2025,Maharashtra,Mumbai,400031,1,10
24-12-2025,Maharashtra,Mumbai,400037,2,44
24-12-2025,Maharashtra,Mumbai,400043,3,93
24-12-2025,Maharashtra,Mumbai,400049,0,7
24-12-2025,Maharashtra,Mumbai,400054,0,25
24-12-2025,Maharashtra,Mumbai,400055,1,32
24-12-2025,Maharashtra,Mumbai,400056,0,14
24-12-2025,Maharashtra,Mumbai,400058,3,20
24-12-2025,Maharashtra,Mumbai,400061,0,20
24-12-2025,Maharashtra,Mumbai,400065,1,13
24-12-2025,Maharashtra,Mumbai,400072,2,53
24-12-2025,Maharashtra,Mumbai,400077,0,14
24-12-2025,Maharashtra,Mumbai,400081,1,16
24-12-2025,Maharashtra,Mumbai,400099,0,9
24-12-2025,Maharashtra,Mumbai,400103,0,8
24-12-2025,Maharashtra,Mumbai,400703,0,1
24-12-2025,Maharashtra,Mumbai,401209,0,3
24-12-2025,Maharashtra,Mumbai,401303,0,1
24-12-2025,Maharashtra,Mumbai City,400001,0,5
24-12-2025,Maharashtra,Mumbai City,400009,0,11
24-12-2025,Maharashtra,Mumbai City,400011,0,18
24-12-2025,Maharashtra,Mumbai City,400016,1,13
24-12-2025,Maharashtra,Mumbai City,400019,0,5
24-12-2025,Maharashtra,Mumbai City,400031,2,7
24-12-2025,Maharashtra,Mumbai City,400064,0,6
24-12-2025,Maharashtra,Mumbai Suburban,400049,0,4
24-12-2025,Maharashtra,Mumbai Suburban,400051,0,20
24-12-2025,Maharashtra,Mumbai Suburban,400052,0,14
24-12-2025,Maharashtra,Mumbai Suburban,400063,3,20
24-12-2025,Maharashtra,Mumbai Suburban,400074,5,28
24-12-2025,Maharashtra,Mumbai Suburban,400077,1,12
24-12-2025,Maharashtra,Mumbai Suburban,400078,7,28
24-12-2025,Maharashtra,Mumbai Suburban,400081,1,19
24-12-2025,Maharashtra,Mumbai Suburban,400084,0,13
24-12-2025,Maharashtra,Mumbai Suburban,400091,1,11
24-12-2025,Maharashtra,Mumbai Suburban,400094,0,12
24-12-2025,Maharashtra,Mumbai Suburban,400095,11,41
24-12-2025,Maharashtra,Mumbai Suburban,400098,0,4
24-12-2025,Maharashtra,Mumbai Suburban,400104,6,59
24-12-2025,Maharashtra,Mumbai( Sub Urban ),400062,0,1
24-12-2025,Maharashtra,Mumbai( Sub Urban ),400074,0,4
24-12-2025,Maharashtra,Mumbai( Sub Urban ),400080,0,2
24-12-2025,Maharashtra,Mumbai( Sub Urban ),400089,0,2
24-12-2025,Maharashtra,Nagpur,440006,1,1
24-12-2025,Maharashtra,Nagpur,440017,3,53
24-12-2025,Maharashtra,Nagpur,440018,0,34
24-12-2025,Maharashtra,Nagpur,440028,0,1
24-12-2025,Maharashtra,Nagpur,440032,0,9
24-12-2025,Maharashtra,Nagpur,440036,0,6
24-12-2025,Maharashtra,Nagpur,441104,1,22
24-12-2025,Maharashtra,Nagpur,441105,1,38
24-12-2025,Maharashtra,Nagpur,441110,8,35
24-12-2025,Maharashtra,Nagpur,441122,1,10
24-12-2025,Maharashtra,Nagpur,441201,0,11
24-12-2025,Maharashtra,Nagpur,441214,0,7
24-12-2025,Maharashtra,Nagpur,441304,1,6
24-12-2025,Maharashtra,Nagpur,441404,1,5
24-12-2025,Maharashtra,Nanded,431708,0,52
24-12-2025,Maharashtra,Nanded,431711,0,5
24-12-2025,Maharashtra,Nanded,431722,0,13
24-12-2025,Maharashtra,Nanded,431723,0,19
24-12-2025,Maharashtra,Nanded,431741,1,9
24-12-2025,Maharashtra,Nanded,431745,0,15
24-12-2025,Maharashtra,Nanded,431809,2,21
24-12-2025,Maharashtra,Nandurbar,425409,1,16
24-12-2025,Maharashtra,Nandurbar,425416,0,11
24-12-2025,Maharashtra,Nandurbar,425426,0,2
24-12-2025,Maharashtra,Nandurbar,425432,0,13
24-12-2025,Maharashtra,Nandurbar,425442,0,4
24-12-2025,Maharashtra,Nashik,422001,2,31
24-12-2025,Maharashtra,Nashik,422002,1,5
24-12-2025,Maharashtra,Nashik,422004,2,15
24-12-2025,Maharashtra,Nashik,422103,4,95
24-12-2025,Maharashtra,Nashik,422113,0,3
24-12-2025,Maharashtra,Nashik,422214,0,2
24-12-2025,Maharashtra,Nashik,422303,1,31
24-12-2025,Maharashtra,Nashik,422403,2,43
24-12-2025,Maharashtra,Nashik,422606,0,17
24-12-2025,Maharashtra,Nashik,423105,3,24
24-12-2025,Maharashtra,Nashik,423110,0,12
24-12-2025,Maharashtra,Nashik,423201,1,6
24-12-2025,Maharashtra,Nashik,423203,9,132
24-12-2025,Maharashtra,Nashik,423301,3,65
24-12-2025,Maharashtra,Nashik,423402,0,16
24-12-2025,Maharashtra,Nashik,423403,0,30
24-12-2025,Maharashtra,Osmanabad,413503,0,17
24-12-2025,Maharashtra,Osmanabad,413504,1,44
24-12-2025,Maharashtra,Osmanabad,413525,0,23
24-12-2025,Maharashtra,Osmanabad,413623,0,14
24-12-2025,Maharashtra,Palghar,401208,6,98
24-12-2025,Maharashtra,Palghar,401302,0,2
24-12-2025,Maharashtra,Palghar,401304,0,3
24-12-2025,Maharashtra,Palghar,401401,0,6
24-12-2025,Maharashtra,Palghar,401501,5,34
24-12-2025,Maharashtra,Palghar,401602,3,56
24-12-2025,Maharashtra,Palghar,401607,1,15
24-12-2025,Maharashtra,Parbhani,431401,9,87
24-12-2025,Maharashtra,Parbhani,431402,5,42
24-12-2025,Maharashtra,Parbhani,431508,1,21
24-12-2025,Maharashtra,Pune,410301,0,1
24-12-2025,Maharashtra,Pune,410403,0,2
24-12-2025,Maharashtra,Pune,410501,4,113
24-12-2025,Maharashtra,Pune,411002,2,33
24-12-2025,Maharashtra,Pune,411009,1,41
24-12-2025,Maharashtra,Pune,411021,5,30
24-12-2025,Maharashtra,Pune,411030,0,28
24-12-2025,Maharashtra,Pune,411036,2,30
24-12-2025,Maharashtra,Pune,411040,0,12
24-12-2025,Maharashtra,Pune,411060,1,18
24-12-2025,Maharashtra,Pune,411061,4,11
24-12-2025,Maharashtra,Pune,412102,0,7
24-12-2025,Maharashtra,Pune,412103,0,1
24-12-2025,Maharashtra,Pune,412104,1,23
24-12-2025,Maharashtra,Pune,412114,1,23
24-12-2025,Maharashtra,Pune,412207,3,99
24-12-2025,Maharashtra,Pune,412211,0,38
24-12-2025,Maharashtra,Pune,412304,0,4
24-12-2025,Maharashtra,Pune,412311,0,4
24-12-2025,Maharashtra,Pune,413130,1,20
24-12-2025,Maharashtra,Pune,413133,0,7
24-12-2025,Maharashtra,Raigad,402201,0,6
24-12-2025,Maharashtra,Raigad,402207,0,1
24-12-2025,Maharashtra,Raigad,402301,0,6
24-12-2025,Maharashtra,Raigad,402302,0,1
24-12-2025,Maharashtra,Raigad,402303,1,3
24-12-2025,Maharashtra,Raigad,410101,3,9
24-12-2025,Maharashtra,Raigad,410208,1,11
24-12-2025,Maharashtra,Raigad,410218,1,19
24-12-2025,Maharashtra,Raigad,410221,1,6
24-12-2025,Maharashtra,Raigarh,402113,0,3
24-12-2025,Maharashtra,Raigarh,402116,0,10
24-12-2025,Maharashtra,Raigarh,402126,0,3
24-12-2025,Maharashtra,Raigarh,402301,0,12
24-12-2025,Maharashtra,Raigarh,402302,0,13
24-12-2025,Maharashtra,Raigarh,402304,0,12
24-12-2025,Maharashtra,Raigarh,402305,0,4
24-12-2025,Maharashtra,Raigarh,402308,0,13
24-12-2025,Maharashtra,Raigarh,402309,0,4
24-12-2025,Maharashtra,Raigarh,402403,0,2
24-12-2025,Maharashtra,Raigarh,410201,1,71
24-12-2025,Maharashtra,Raigarh,410203,0,25
24-12-2025,Maharashtra,Raigarh,410206,6,144
24-12-2025,Maharashtra,Raigarh,410221,1,27
24-12-2025,Maharashtra,Raigarh,415213,0,5
24-12-2025,Maharashtra,Ratnagiri,415605,0,32
24-12-2025,Maharashtra,Ratnagiri,415616,0,11
24-12-2025,Maharashtra,Ratnagiri,415617,0,3
24-12-2025,Maharashtra,Ratnagiri,415620,0,6
24-12-2025,Maharashtra,Ratnagiri,415640,0,5
24-12-2025,Maharashtra,Ratnagiri,415705,0,2
24-12-2025,Maharashtra,Ratnagiri,415708,0,3
24-12-2025,Maharashtra,Ratnagiri,415803,2,6
24-12-2025,Maharashtra,Ratnagiri,416713,1,7
24-12-2025,Maharashtra,Sangli,415310,0,4
24-12-2025,Maharashtra,Sangli,415313,0,2
24-12-2025,Maharashtra,Sangli,415403,0,6
24-12-2025,Maharashtra,Sangli,415406,0,5
24-12-2025,Maharashtra,Sangli,415410,0,7
24-12-2025,Maharashtra,Sangli,416301,0,17
24-12-2025,Maharashtra,Sangli,416302,0,6
24-12-2025,Maharashtra,Sangli,416304,0,10
24-12-2025,Maharashtra,Sangli,416307,1,7
24-12-2025,Maharashtra,Sangli,416310,0,13
24-12-2025,Maharashtra,Sangli,416312,2,35
24-12-2025,Maharashtra,Sangli,416315,0,6
24-12-2025,Maharashtra,Sangli,416416,6,100
24-12-2025,Maharashtra,Sangli,416418,1,18
24-12-2025,Maharashtra,Sangli,416420,0,5
24-12-2025,Maharashtra,Satara,415002,0,46
24-12-2025,Maharashtra,Satara,415003,0,15
24-12-2025,Maharashtra,Satara,415011,2,15
24-12-2025,Maharashtra,Satara,415012,0,10
24-12-2025,Maharashtra,Satara,415105,0,11
24-12-2025,Maharashtra,Satara,415115,0,15
24-12-2025,Maharashtra,Satara,415312,0,8
24-12-2025,Maharashtra,Satara,415508,2,30
24-12-2025,Maharashtra,Satara,415524,0,15
24-12-2025,Maharashtra,Satara,415715,0,1
24-12-2025,Maharashtra,Sindhudurg,416515,0,2
24-12-2025,Maharashtra,Sindhudurg,416519,0,11
24-12-2025,Maharashtra,Sindhudurg,416549,0,5
24-12-2025,Maharashtra,Sindhudurg,416604,1,10
24-12-2025,Maharashtra,Sindhudurg,416605,0,1
24-12-2025,Maharashtra,Sindhudurg,416606,1,7
24-12-2025,Maharashtra,Sindhudurg,416609,0,4
24-12-2025,Maharashtra,Sindhudurg,416612,0,6
24-12-2025,Maharashtra,Sindhudurg,416801,1,4
24-12-2025,Maharashtra,Sindhudurg,416806,0,2
24-12-2025,Maharashtra,Solapur,413003,3,57
24-12-2025,Maharashtra,Solapur,413101,1,24
24-12-2025,Maharashtra,Solapur,413111,0,20
24-12-2025,Maharashtra,Solapur,413112,3,32
24-12-2025,Maharashtra,Solapur,413113,0,41
24-12-2025,Maharashtra,Solapur,413202,4,63
24-12-2025,Maharashtra,Solapur,413219,0,31
24-12-2025,Maharashtra,Solapur,413221,2,50
24-12-2025,Maharashtra,Solapur,413248,2,26
24-12-2025,Maharashtra,Solapur,413251,0,10
24-12-2025,Maharashtra,Solapur,413255,0,16
24-12-2025,Maharashtra,Solapur,413306,0,40
24-12-2025,Maharashtra,Solapur,413307,2,82
24-12-2025,Maharashtra,Solapur,413317,0,22
24-12-2025,Maharashtra,Solapur,413406,0,14
24-12-2025,Maharashtra,Solapur,413411,3,19
24-12-2025,Maharashtra,Thane,400604,4,50
24-12-2025,Maharashtra,Thane,400605,4,58
24-12-2025,Maharashtra,Thane,400607,3,33
