date,state,district,pincode,bio_age_5_17,bio_age_17_
12-10-2025,Maharashtra,Thane,401209,0,6
12-10-2025,Maharashtra,Thane,401303,1,4
12-10-2025,Maharashtra,Thane,401605,0,1
12-10-2025,Maharashtra,Thane,421003,0,3
12-10-2025,Maharashtra,Thane,421201,0,1
12-10-2025,Maharashtra,Thane,421203,1,1
12-10-2025,Maharashtra,Thane,421311,12,6
12-10-2025,Maharashtra,Wardha,442106,0,1
12-10-2025,Maharashtra,Wardha,442203,1,2
12-10-2025,Maharashtra,Washim,444505,0,2
12-10-2025,Maharashtra,Yavatmal,445002,1,1
12-10-2025,Maharashtra,Yavatmal,445109,1,1
15-10-2025,Maharashtra,Nashik,422205,1,14
15-10-2025,Maharashtra,Nashik,422211,24,134
15-10-2025,Maharashtra,Nashik,422215,2,23
15-10-2025,Maharashtra,Nashik,422301,1,7
15-10-2025,Maharashtra,Nashik,422401,3,14
15-10-2025,Maharashtra,Nashik,422402,29,98
15-10-2025,Maharashtra,Nashik,423101,7,29
15-10-2025,Maharashtra,Nashik,423102,20,22
15-10-2025,Maharashtra,Nashik,423204,4,17
15-10-2025,Maharashtra,Nashik,423401,22,49
15-10-2025,Maharashtra,Osmanabad,413502,27,15
15-10-2025,Maharashtra,Osmanabad,413505,6,21
15-10-2025,Maharashtra,Osmanabad,413506,6,29
15-10-2025,Maharashtra,Osmanabad,413511,0,1
15-10-2025,Maharashtra,Osmanabad,413601,29,43
15-10-2025,Maharashtra,Osmanabad,413623,4,11
15-10-2025,Maharashtra,Palghar,401201,7,4
15-10-2025,Maharashtra,Palghar,401203,10,8
15-10-2025,Maharashtra,Palghar,401404,27,22
15-10-2025,Maharashtra,Palghar,401502,0,1
15-10-2025,Maharashtra,Palghar,401506,0,3
15-10-2025,Maharashtra,Palghar,401601,1,8
15-10-2025,Maharashtra,Palghar,401702,1,0
15-10-2025,Maharashtra,Parbhani,431505,18,31
15-10-2025,Maharashtra,Parbhani,431541,8,18
15-10-2025,Maharashtra,Pune,410301,0,2
15-10-2025,Maharashtra,Pune,410401,2,8
15-10-2025,Maharashtra,Pune,410505,22,20
15-10-2025,Maharashtra,Pune,410511,3,6
15-10-2025,Maharashtra,Pune,411006,18,34
15-10-2025,Maharashtra,Pune,411012,5,13
15-10-2025,Maharashtra,Pune,411017,119,35
15-10-2025,Maharashtra,Pune,411018,28,32
15-10-2025,Maharashtra,Pune,411021,24,17
15-10-2025,Maharashtra,Pune,411024,8,11
15-10-2025,Maharashtra,Pune,411025,1,9
15-10-2025,Maharashtra,Pune,411026,5,9
15-10-2025,Maharashtra,Pune,411027,21,32
15-10-2025,Maharashtra,Pune,411030,8,14
15-10-2025,Maharashtra,Pune,411038,16,21
15-10-2025,Maharashtra,Pune,411040,1,8
15-10-2025,Maharashtra,Pune,411052,4,10
15-10-2025,Maharashtra,Pune,412107,0,6
15-10-2025,Maharashtra,Pune,412108,7,5
15-10-2025,Maharashtra,Pune,412109,4,14
15-10-2025,Maharashtra,Pune,412201,1,20
15-10-2025,Maharashtra,Pune,412202,3,22
15-10-2025,Maharashtra,Pune,412209,3,7
15-10-2025,Maharashtra,Pune,412212,1,1
15-10-2025,Maharashtra,Pune,412214,2,5
15-10-2025,Maharashtra,Pune,412215,1,4
15-10-2025,Maharashtra,Pune,412218,4,6
15-10-2025,Maharashtra,Pune,412219,1,6
15-10-2025,Maharashtra,Pune,412304,1,8
15-10-2025,Maharashtra,Pune,412308,22,26
15-10-2025,Maharashtra,Pune,412312,0,3
15-10-2025,Maharashtra,Pune,412401,5,2
15-10-2025,Maharashtra,Pune,412408,8,2
15-10-2025,Maharashtra,Pune,413102,27,52
15-10-2025,Maharashtra,Pune,413133,3,3
15-10-2025,Maharashtra,Raigad,400702,2,2
15-10-2025,Maharashtra,Raigad,402107,1,3
15-10-2025,Maharashtra,Raigad,402108,0,1
15-10-2025,Maharashtra,Raigad,402201,0,1
15-10-2025,Maharashtra,Raigad,402304,1,0
15-10-2025,Maharashtra,Raigad,402404,0,1
15-10-2025,Maharashtra,Raigad,410210,1,5
15-10-2025,Maharashtra,Raigarh,402101,4,7
15-10-2025,Maharashtra,Raigarh,402107,18,59
15-10-2025,Maharashtra,Raigarh,402113,3,7
15-10-2025,Maharashtra,Raigarh,402116,24,3
15-10-2025,Maharashtra,Raigarh,402305,3,3
15-10-2025,Maharashtra,Raigarh,402307,0,1
15-10-2025,Maharashtra,Raigarh,410202,2,15
15-10-2025,Maharashtra,Raigarh,410206,45,84
15-10-2025,Maharashtra,Raigarh,410207,1,10
15-10-2025,Maharashtra,Raigarh,410208,4,13
15-10-2025,Maharashtra,Ratnagiri,415208,1,6
15-10-2025,Maharashtra,Ratnagiri,415214,0,2
15-10-2025,Maharashtra,Ratnagiri,415605,32,75
15-10-2025,Maharashtra,Ratnagiri,415607,5,4
15-10-2025,Maharashtra,Ratnagiri,415609,4,1
15-10-2025,Maharashtra,Ratnagiri,415610,1,6
15-10-2025,Maharashtra,Ratnagiri,415612,88,32
15-10-2025,Maharashtra,Ratnagiri,415626,3,4
15-10-2025,Maharashtra,Ratnagiri,415628,5,15
15-10-2025,Maharashtra,Ratnagiri,415710,2,2
15-10-2025,Maharashtra,Ratnagiri,415712,44,33
15-10-2025,Maharashtra,Ratnagiri,415720,0,3
15-10-2025,Maharashtra,Ratnagiri,415722,4,3
15-10-2025,Maharashtra,Ratnagiri,415805,1,0
15-10-2025,Maharashtra,Ratnagiri,415806,2,4
15-10-2025,Maharashtra,Ratnagiri,416702,15,22
15-10-2025,Maharashtra,Sangli,415304,33,18
15-10-2025,Maharashtra,Sangli,415310,0,4
15-10-2025,Maharashtra,Sangli,415401,0,2
15-10-2025,Maharashtra,Sangli,415404,11,11
15-10-2025,Maharashtra,Sangli,416301,9,46
15-10-2025,Maharashtra,Sangli,416304,3,10
15-10-2025,Maharashtra,Sangli,416309,2,6
15-10-2025,Maharashtra,Sangli,416311,1,6
15-10-2025,Maharashtra,Sangli,416312,14,39
15-10-2025,Maharashtra,Sangli,416314,1,6
15-10-2025,Maharashtra,Sangli,416402,9,9
15-10-2025,Maharashtra,Sangli,416409,0,8
15-10-2025,Maharashtra,Sangli,416411,3,14
15-10-2025,Maharashtra,Sangli,416415,8,9
15-10-2025,Maharashtra,Sangli,416436,8,8
15-10-2025,Maharashtra,Satara,412806,12,9
15-10-2025,Maharashtra,Satara,415001,9,14
15-10-2025,Maharashtra,Satara,415003,5,3
15-10-2025,Maharashtra,Satara,415020,9,5
15-10-2025,Maharashtra,Satara,415023,34,0
15-10-2025,Maharashtra,Satara,415109,14,34
15-10-2025,Maharashtra,Satara,415111,11,20
15-10-2025,Maharashtra,Satara,415207,4,4
15-10-2025,Maharashtra,Satara,415211,0,4
15-10-2025,Maharashtra,Satara,415501,11,22
15-10-2025,Maharashtra,Satara,415505,3,5
15-10-2025,Maharashtra,Satara,415509,67,31
15-10-2025,Maharashtra,Satara,415512,10,5
15-10-2025,Maharashtra,Satara,415513,0,6
15-10-2025,Maharashtra,Satara,415517,0,3
15-10-2025,Maharashtra,Satara,415527,1,7
15-10-2025,Maharashtra,Satara,415528,2,3
15-10-2025,Maharashtra,Satara,415539,12,44
15-10-2025,Maharashtra,Sindhudurg,416510,19,17
15-10-2025,Maharashtra,Sindhudurg,416515,2,0
15-10-2025,Maharashtra,Sindhudurg,416529,7,0
15-10-2025,Maharashtra,Sindhudurg,416604,2,1
15-10-2025,Maharashtra,Sindhudurg,416611,3,17
15-10-2025,Maharashtra,Sindhudurg,416620,0,1
15-10-2025,Maharashtra,Sindhudurg,416632,0,6
15-10-2025,Maharashtra,Sindhudurg,416801,26,0
15-10-2025,Maharashtra,Sindhudurg,416806,19,3
15-10-2025,Maharashtra,Sindhudurg,416811,1,3
15-10-2025,Maharashtra,Sindhudurg,416812,3,9
15-10-2025,Maharashtra,Solapur,413203,10,23
15-10-2025,Maharashtra,Solapur,413217,0,3
15-10-2025,Maharashtra,Solapur,413219,33,5
15-10-2025,Maharashtra,Solapur,413227,6,2
15-10-2025,Maharashtra,Solapur,413248,25,5
15-10-2025,Maharashtra,Solapur,413303,1,0
15-10-2025,Maharashtra,Solapur,413305,19,36
15-10-2025,Maharashtra,Solapur,413306,1,7
15-10-2025,Maharashtra,Solapur,413309,4,13
15-10-2025,Maharashtra,Solapur,413310,27,5
15-10-2025,Maharashtra,Solapur,413315,3,1
15-10-2025,Maharashtra,Thane,400601,41,61
15-10-2025,Maharashtra,Thane,400603,5,16
15-10-2025,Maharashtra,Thane,401101,10,28
15-10-2025,Maharashtra,Thane,401103,0,6
15-10-2025,Maharashtra,Thane,401201,0,16
15-10-2025,Maharashtra,Thane,401208,0,21
15-10-2025,Maharashtra,Thane,401503,0,2
15-10-2025,Maharashtra,Thane,401506,0,2
15-10-2025,Maharashtra,Thane,401602,1,35
15-10-2025,Maharashtra,Thane,401603,0,23
15-10-2025,Maharashtra,Thane,421101,15,14
15-10-2025,Maharashtra,Thane,421103,1,6
15-10-2025,Maharashtra,Thane,421204,50,38
15-10-2025,Maharashtra,Thane,421301,133,229
15-10-2025,Maharashtra,Thane,421308,16,40
15-10-2025,Maharashtra,Thane,421311,2,21
15-10-2025,Maharashtra,Thane,421402,5,20
15-10-2025,Maharashtra,Thane,421502,0,5
15-10-2025,Maharashtra,Wardha,442102,14,52
15-10-2025,Maharashtra,Wardha,442106,8,7
15-10-2025,Maharashtra,Wardha,442111,0,6
15-10-2025,Maharashtra,Wardha,442301,26,125
15-10-2025,Maharashtra,Wardha,442304,22,22
15-10-2025,Maharashtra,Washim,444403,46,133
15-10-2025,Maharashtra,Washim *,444403,0,2
15-10-2025,Maharashtra,Yavatmal,445001,77,128
15-10-2025,Maharashtra,Yavatmal,445002,21,57
15-10-2025,Maharashtra,Yavatmal,445105,16,37
15-10-2025,Maharashtra,Yavatmal,445202,20,87
15-10-2025,Maharashtra,Yavatmal,445205,46,80
15-10-2025,Maharashtra,Yavatmal,445210,6,14
15-10-2025,Maharashtra,Yavatmal,445230,4,40
15-10-2025,Maharashtra,Yavatmal,445304,45,184
15-10-2025,Maharashtra,Yavatmal,445306,8,28
16-10-2025,Maharashtra,Ahilyanagar,413701,0,1
16-10-2025,Maharashtra,Ahilyanagar,414001,1,0
16-10-2025,Maharashtra,Ahilyanagar,414201,1,3
16-10-2025,Maharashtra,Ahmadnagar,413706,8,12
16-10-2025,Maharashtra,Ahmadnagar,413712,5,7
16-10-2025,Maharashtra,Ahmadnagar,413713,5,9
16-10-2025,Maharashtra,Ahmadnagar,413715,6,23
16-10-2025,Maharashtra,Ahmadnagar,413717,0,7
16-10-2025,Maharashtra,Ahmadnagar,413718,2,4
16-10-2025,Maharashtra,Ahmadnagar,413738,1,4
16-10-2025,Maharashtra,Ahmadnagar,414001,96,86
16-10-2025,Maharashtra,Ahmadnagar,414005,14,16
16-10-2025,Maharashtra,Ahmadnagar,414101,22,15
16-10-2025,Maharashtra,Ahmadnagar,414105,108,21
16-10-2025,Maharashtra,Ahmadnagar,414111,20,19
16-10-2025,Maharashtra,Ahmadnagar,414301,3,11
16-10-2025,Maharashtra,Ahmadnagar,414504,0,2
16-10-2025,Maharashtra,Ahmadnagar,414603,23,29
16-10-2025,Maharashtra,Ahmadnagar,414604,10,19
16-10-2025,Maharashtra,Ahmadnagar,414607,3,7
16-10-2025,Maharashtra,Ahmadnagar,414609,3,1
16-10-2025,Maharashtra,Ahmadnagar,422620,7,17
16-10-2025,Maharashtra,Ahmadnagar,423601,46,31
16-10-2025,Maharashtra,Ahmed Nagar,414001,2,2
16-10-2025,Maharashtra,Ahmed Nagar,422610,0,1
16-10-2025,Maharashtra,Akola,444103,6,44
16-10-2025,Maharashtra,Akola,444107,33,63
16-10-2025,Maharashtra,Akola,444108,47,94
16-10-2025,Maharashtra,Akola,444311,10,17
16-10-2025,Maharashtra,Akola,444502,0,14
16-10-2025,Maharashtra,Amravati,444603,6,15
16-10-2025,Maharashtra,Amravati,444605,12,15
16-10-2025,Maharashtra,Amravati,444607,19,21
16-10-2025,Maharashtra,Amravati,444701,23,117
16-10-2025,Maharashtra,Amravati,444704,8,45
16-10-2025,Maharashtra,Amravati,444709,38,43
16-10-2025,Maharashtra,Amravati,444720,3,20
16-10-2025,Maharashtra,Amravati,444808,18,45
16-10-2025,Maharashtra,Amravati,444809,1,26
16-10-2025,Maharashtra,Aurangabad,431005,6,12
16-10-2025,Maharashtra,Aurangabad,431102,4,14
16-10-2025,Maharashtra,Aurangabad,431112,33,74
16-10-2025,Maharashtra,Aurangabad,431115,4,26
16-10-2025,Maharashtra,Aurangabad,431116,5,23
16-10-2025,Maharashtra,Aurangabad,431132,2,6
16-10-2025,Maharashtra,Aurangabad,431150,10,65
16-10-2025,Maharashtra,Beed,413229,9,5
16-10-2025,Maharashtra,Beed,414205,22,17
16-10-2025,Maharashtra,Beed,431126,26,23
16-10-2025,Maharashtra,Beed,431128,26,53
16-10-2025,Maharashtra,Beed,431523,10,18
16-10-2025,Maharashtra,Bhandara,441805,7,18
16-10-2025,Maharashtra,Bhandara,441809,8,53
16-10-2025,Maharashtra,Bhandara,441909,4,24
16-10-2025,Maharashtra,Bhandara,441910,16,114
16-10-2025,Maharashtra,Bhandara,441915,14,11
16-10-2025,Maharashtra,Bid,413249,0,3
16-10-2025,Maharashtra,Bid,431519,0,1
16-10-2025,Maharashtra,Bid,431523,0,13
16-10-2025,Maharashtra,Buldana,443112,1,7
16-10-2025,Maharashtra,Buldana,443202,0,1
16-10-2025,Maharashtra,Buldana,443206,0,5
16-10-2025,Maharashtra,Buldana,443303,0,7
16-10-2025,Maharashtra,Buldana,443401,0,4
16-10-2025,Maharashtra,Buldana,443402,1,26
16-10-2025,Maharashtra,Buldana,444203,0,34
16-10-2025,Maharashtra,Buldhana,443102,18,23
16-10-2025,Maharashtra,Buldhana,443401,4,18
16-10-2025,Maharashtra,Buldhana,443404,21,64
16-10-2025,Maharashtra,Buldhana,444108,1,2
16-10-2025,Maharashtra,Buldhana,444303,26,59
16-10-2025,Maharashtra,Buldhana,444304,0,1
16-10-2025,Maharashtra,Chandrapur,441212,5,42
16-10-2025,Maharashtra,Chandrapur,442403,0,6
16-10-2025,Maharashtra,Chandrapur,442404,6,18
16-10-2025,Maharashtra,Chandrapur,442406,1,16
16-10-2025,Maharashtra,Chandrapur,442503,11,5
16-10-2025,Maharashtra,Chandrapur,442701,19,96
16-10-2025,Maharashtra,Chandrapur,442916,5,28
16-10-2025,Maharashtra,Chatrapati Sambhaji Nagar,431001,1,13
16-10-2025,Maharashtra,Chhatrapati Sambhajinagar,423702,0,1
16-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431107,0,1
16-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431115,0,3
16-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431116,0,1
16-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431147,0,2
16-10-2025,Maharashtra,Dharashiv,413501,0,1
16-10-2025,Maharashtra,Dhule,424006,0,26
16-10-2025,Maharashtra,Dhule,424307,6,31
16-10-2025,Maharashtra,Dhule,425403,2,4
16-10-2025,Maharashtra,Dhule,425427,3,29
16-10-2025,Maharashtra,Gadchiroli,441217,5,99
16-10-2025,Maharashtra,Gadchiroli,442707,28,107
16-10-2025,Maharashtra,Gadchiroli,442710,8,41
16-10-2025,Maharashtra,Gondia,441601,0,2
16-10-2025,Maharashtra,Gondia,441614,0,2
16-10-2025,Maharashtra,Gondia,441701,0,5
16-10-2025,Maharashtra,Gondiya,441701,7,54
16-10-2025,Maharashtra,Gondiya,441902,19,79
16-10-2025,Maharashtra,Gondiya,441911,19,95
16-10-2025,Maharashtra,Gondiya *,441911,0,2
16-10-2025,Maharashtra,Jalgaon,424101,55,141
16-10-2025,Maharashtra,Jalgaon,424201,21,70
16-10-2025,Maharashtra,Jalgaon,424202,10,27
16-10-2025,Maharashtra,Jalgaon,424204,5,33
16-10-2025,Maharashtra,Jalgaon,425101,0,5
16-10-2025,Maharashtra,Jalgaon,425112,0,9
16-10-2025,Maharashtra,Jalgaon,425304,4,17
16-10-2025,Maharashtra,Jalgaon,425507,11,14
16-10-2025,Maharashtra,Jalgaon,425508,18,88
16-10-2025,Maharashtra,Jalna,431213,33,104
16-10-2025,Maharashtra,Jalna,431503,0,4
16-10-2025,Maharashtra,Kolhapur,416005,2,7
16-10-2025,Maharashtra,Kolhapur,416008,9,14
16-10-2025,Maharashtra,Kolhapur,416010,16,31
16-10-2025,Maharashtra,Kolhapur,416101,9,17
16-10-2025,Maharashtra,Kolhapur,416104,2,2
16-10-2025,Maharashtra,Kolhapur,416105,2,3
16-10-2025,Maharashtra,Kolhapur,416122,5,21
16-10-2025,Maharashtra,Kolhapur,416146,1,6
16-10-2025,Maharashtra,Kolhapur,416202,3,8
16-10-2025,Maharashtra,Kolhapur,416206,4,6
16-10-2025,Maharashtra,Kolhapur,416216,21,14
16-10-2025,Maharashtra,Kolhapur,416526,2,1
16-10-2025,Maharashtra,Latur,413510,7,18
16-10-2025,Maharashtra,Latur,413511,17,41
16-10-2025,Maharashtra,Latur,413513,13,34
16-10-2025,Maharashtra,Latur,413520,39,110
16-10-2025,Maharashtra,Latur,413523,16,30
16-10-2025,Maharashtra,Latur,413530,7,16
16-10-2025,Maharashtra,Latur,413532,8,36
16-10-2025,Maharashtra,Latur,413581,1,2
16-10-2025,Maharashtra,Latur,431522,7,15
16-10-2025,Maharashtra,Mumbai,400001,3,4
16-10-2025,Maharashtra,Mumbai,400002,2,9
16-10-2025,Maharashtra,Mumbai,400010,4,18
16-10-2025,Maharashtra,Mumbai,400014,1,3
16-10-2025,Maharashtra,Mumbai,400016,7,11
16-10-2025,Maharashtra,Mumbai,400024,7,6
16-10-2025,Maharashtra,Mumbai,400036,0,3
16-10-2025,Maharashtra,Mumbai,400042,6,5
16-10-2025,Maharashtra,Mumbai,400050,9,50
16-10-2025,Maharashtra,Mumbai,400053,2,4
16-10-2025,Maharashtra,Mumbai,400054,5,17
16-10-2025,Maharashtra,Mumbai,400064,17,18
16-10-2025,Maharashtra,Mumbai,400068,10,51
16-10-2025,Maharashtra,Mumbai,400071,20,37
16-10-2025,Maharashtra,Mumbai,400076,5,14
16-10-2025,Maharashtra,Mumbai,400080,11,19
16-10-2025,Maharashtra,Mumbai,400092,7,21
16-10-2025,Maharashtra,Mumbai,400094,0,1
16-10-2025,Maharashtra,Mumbai,400104,38,41
16-10-2025,Maharashtra,Mumbai,400701,0,1
16-10-2025,Maharashtra,Mumbai,401107,0,1
16-10-2025,Maharashtra,Mumbai,401209,0,1
16-10-2025,Maharashtra,Mumbai,401607,0,1
16-10-2025,Maharashtra,Mumbai City,400008,20,14
16-10-2025,Maharashtra,Mumbai City,400022,7,3
16-10-2025,Maharashtra,Mumbai City,400030,2,0
16-10-2025,Maharashtra,Mumbai Suburban,400050,5,7
16-10-2025,Maharashtra,Mumbai Suburban,400053,7,1
16-10-2025,Maharashtra,Mumbai Suburban,400056,2,4
16-10-2025,Maharashtra,Mumbai Suburban,400068,12,11
16-10-2025,Maharashtra,Mumbai Suburban,400078,39,15
16-10-2025,Maharashtra,Mumbai Suburban,400081,7,2
16-10-2025,Maharashtra,Mumbai Suburban,400083,13,13
16-10-2025,Maharashtra,Mumbai Suburban,400084,3,1
16-10-2025,Maharashtra,Mumbai Suburban,400091,4,12
16-10-2025,Maharashtra,Mumbai Suburban,400097,11,25
16-10-2025,Maharashtra,Mumbai Suburban,400101,25,23
16-10-2025,Maharashtra,Mumbai( Sub Urban ),400075,0,3
16-10-2025,Maharashtra,Mumbai( Sub Urban ),400078,0,2
16-10-2025,Maharashtra,Mumbai( Sub Urban ),400079,0,4
16-10-2025,Maharashtra,Nagpur,440003,21,16
16-10-2025,Maharashtra,Nagpur,440005,1,1
16-10-2025,Maharashtra,Nagpur,440007,9,1
16-10-2025,Maharashtra,Nagpur,440016,10,19
16-10-2025,Maharashtra,Nagpur,440030,14,23
16-10-2025,Maharashtra,Nagpur,440033,4,9
16-10-2025,Maharashtra,Nagpur,440034,25,38
16-10-2025,Maharashtra,Nagpur,441001,7,5
16-10-2025,Maharashtra,Nagpur,441002,29,60
16-10-2025,Maharashtra,Nagpur,441102,5,13
16-10-2025,Maharashtra,Nagpur,441105,7,22
16-10-2025,Maharashtra,Nagpur,441202,48,86
16-10-2025,Maharashtra,Nagpur,441304,1,36
16-10-2025,Maharashtra,Nagpur,441306,5,37
16-10-2025,Maharashtra,Nanded,431717,13,33
16-10-2025,Maharashtra,Nanded,431718,1,13
16-10-2025,Maharashtra,Nanded,431721,32,77
16-10-2025,Maharashtra,Nanded,431723,5,26
16-10-2025,Maharashtra,Nanded,431731,0,2
16-10-2025,Maharashtra,Nanded,431736,0,1
16-10-2025,Maharashtra,Nanded,431745,3,7
16-10-2025,Maharashtra,Nanded,431750,2,7
16-10-2025,Maharashtra,Nanded,431802,8,63
16-10-2025,Maharashtra,Nanded,431803,2,17
16-10-2025,Maharashtra,Nanded,431805,9,70
16-10-2025,Maharashtra,Nanded,431806,7,36
16-10-2025,Maharashtra,Nanded,431809,16,67
16-10-2025,Maharashtra,Nandurbar,425416,6,62
16-10-2025,Maharashtra,Nandurbar,425419,101,82
16-10-2025,Maharashtra,Nandurbar,425424,2,18
16-10-2025,Maharashtra,Nandurbar,425432,22,83
16-10-2025,Maharashtra,Nandurbar *,425413,0,6
16-10-2025,Maharashtra,Nandurbar *,425416,0,1
16-10-2025,Maharashtra,Nashik,422001,24,27
16-10-2025,Maharashtra,Nashik,422010,29,46
16-10-2025,Maharashtra,Nashik,422103,22,47
16-10-2025,Maharashtra,Nashik,422202,22,74
16-10-2025,Maharashtra,Nashik,422203,26,78
16-10-2025,Maharashtra,Nashik,422302,1,23
16-10-2025,Maharashtra,Nashik,423106,25,59
16-10-2025,Maharashtra,Nashik,423111,2,19
16-10-2025,Maharashtra,Nashik,423201,3,12
16-10-2025,Maharashtra,Nashik,423202,0,1
16-10-2025,Maharashtra,Nashik,423301,17,74
16-10-2025,Maharashtra,Osmanabad,413504,5,36
16-10-2025,Maharashtra,Osmanabad,413510,2,1
16-10-2025,Maharashtra,Osmanabad,413511,0,2
16-10-2025,Maharashtra,Osmanabad,413526,2,4
16-10-2025,Maharashtra,Osmanabad,413624,3,11
16-10-2025,Maharashtra,Palghar,401103,9,5
16-10-2025,Maharashtra,Palghar,401303,23,20
16-10-2025,Maharashtra,Palghar,401401,2,0
16-10-2025,Maharashtra,Palghar,401502,1,1
16-10-2025,Maharashtra,Palghar,401503,0,2
16-10-2025,Maharashtra,Palghar,401601,3,1
16-10-2025,Maharashtra,Palghar,401602,27,48
16-10-2025,Maharashtra,Palghar,401603,33,34
16-10-2025,Maharashtra,Palghar,401702,2,5
16-10-2025,Maharashtra,Parbhani,431505,12,28
16-10-2025,Maharashtra,Parbhani,431514,49,88
16-10-2025,Maharashtra,Parbhani,431516,8,18
16-10-2025,Maharashtra,Parbhani,431540,6,23
16-10-2025,Maharashtra,Pune,410401,4,2
16-10-2025,Maharashtra,Pune,410406,1,15
16-10-2025,Maharashtra,Pune,410504,28,31
16-10-2025,Maharashtra,Pune,410510,1,3
16-10-2025,Maharashtra,Pune,410515,2,3
16-10-2025,Maharashtra,Pune,410516,3,2
16-10-2025,Maharashtra,Pune,411001,20,46
16-10-2025,Maharashtra,Pune,411003,5,13
16-10-2025,Maharashtra,Pune,411009,9,26
16-10-2025,Maharashtra,Pune,411012,7,11
16-10-2025,Maharashtra,Pune,411014,16,38
16-10-2025,Maharashtra,Pune,411022,3,0
16-10-2025,Maharashtra,Pune,411023,6,10
16-10-2025,Maharashtra,Pune,411032,3,6
16-10-2025,Maharashtra,Pune,411037,28,41
16-10-2025,Maharashtra,Pune,411041,28,28
16-10-2025,Maharashtra,Pune,411047,2,4
16-10-2025,Maharashtra,Pune,411048,21,60
16-10-2025,Maharashtra,Pune,411060,3,6
16-10-2025,Maharashtra,Pune,411062,4,10
16-10-2025,Maharashtra,Pune,412104,4,16
16-10-2025,Maharashtra,Pune,412106,11,16
16-10-2025,Maharashtra,Pune,412109,4,10
16-10-2025,Maharashtra,Pune,412110,1,8
16-10-2025,Maharashtra,Pune,412206,17,18
16-10-2025,Maharashtra,Pune,412207,6,21
16-10-2025,Maharashtra,Pune,412211,11,9
16-10-2025,Maharashtra,Pune,412215,2,7
16-10-2025,Maharashtra,Pune,412303,3,24
16-10-2025,Maharashtra,Pune,412409,9,38
16-10-2025,Maharashtra,Pune,413132,3,12
16-10-2025,Maharashtra,Pune,413133,2,5
16-10-2025,Maharashtra,Raigad,402105,1,0
16-10-2025,Maharashtra,Raigad,402109,3,1
16-10-2025,Maharashtra,Raigad,402401,0,1
16-10-2025,Maharashtra,Raigarh,402104,16,15
16-10-2025,Maharashtra,Raigarh,402106,2,10
16-10-2025,Maharashtra,Raigarh,402122,4,5
16-10-2025,Maharashtra,Raigarh,402403,6,11
16-10-2025,Maharashtra,Raigarh,410102,0,1
16-10-2025,Maharashtra,Raigarh,410201,21,112
16-10-2025,Maharashtra,Raigarh,410221,5,8
16-10-2025,Maharashtra,Raigarh,410222,27,4
16-10-2025,Maharashtra,Ratnagiri,415214,1,1
16-10-2025,Maharashtra,Ratnagiri,415601,0,3
16-10-2025,Maharashtra,Ratnagiri,415604,7,24
16-10-2025,Maharashtra,Ratnagiri,415608,17,30
16-10-2025,Maharashtra,Ratnagiri,415610,3,1
16-10-2025,Maharashtra,Ratnagiri,415611,15,22
16-10-2025,Maharashtra,Ratnagiri,415613,12,2
16-10-2025,Maharashtra,Ratnagiri,415637,5,8
16-10-2025,Maharashtra,Ratnagiri,415702,6,4
16-10-2025,Maharashtra,Ratnagiri,415703,37,13
16-10-2025,Maharashtra,Ratnagiri,415709,28,36
16-10-2025,Maharashtra,Ratnagiri,415711,14,2
16-10-2025,Maharashtra,Ratnagiri,415713,18,33
16-10-2025,Maharashtra,Ratnagiri,415724,9,5
16-10-2025,Maharashtra,Ratnagiri,415806,2,4
16-10-2025,Maharashtra,Sangli,415311,13,27
16-10-2025,Maharashtra,Sangli,416308,5,7
16-10-2025,Maharashtra,Sangli,416312,32,51
16-10-2025,Maharashtra,Sangli,416315,1,6
16-10-2025,Maharashtra,Sangli,416316,6,4
16-10-2025,Maharashtra,Sangli,416408,4,20
16-10-2025,Maharashtra,Sangli,416409,3,2
16-10-2025,Maharashtra,Sangli,416411,2,9
16-10-2025,Maharashtra,Sangli,416415,6,7
16-10-2025,Maharashtra,Sangli,416419,2,13
16-10-2025,Maharashtra,Sangli,416436,5,6
16-10-2025,Maharashtra,Satara,412805,0,9
16-10-2025,Maharashtra,Satara,415010,6,2
16-10-2025,Maharashtra,Satara,415021,4,6
16-10-2025,Maharashtra,Satara,415105,4,9
16-10-2025,Maharashtra,Satara,415116,6,3
16-10-2025,Maharashtra,Satara,415206,20,36
16-10-2025,Maharashtra,Satara,415501,26,15
16-10-2025,Maharashtra,Satara,415505,9,17
16-10-2025,Maharashtra,Satara,415513,2,3
16-10-2025,Maharashtra,Satara,415515,2,2
16-10-2025,Maharashtra,Satara,415520,1,10
16-10-2025,Maharashtra,Satara,415525,7,5
16-10-2025,Maharashtra,Satara,415526,5,3
16-10-2025,Maharashtra,Satara,415540,2,6
16-10-2025,Maharashtra,Sindhudurg,416511,3,14
16-10-2025,Maharashtra,Sindhudurg,416521,8,3
16-10-2025,Maharashtra,Sindhudurg,416524,1,0
16-10-2025,Maharashtra,Sindhudurg,416528,1,4
16-10-2025,Maharashtra,Sindhudurg,416531,1,0
16-10-2025,Maharashtra,Sindhudurg,416604,6,4
16-10-2025,Maharashtra,Sindhudurg,416608,1,1
16-10-2025,Maharashtra,Sindhudurg,416610,2,10
